fecha,titulo,estado,fenomeno,mes,mes_es
2016-09-06,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 26 de agosto de 2016, en 5 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,lluvia,9,septiembre
2016-09-08,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial en los municipios de Cuerámaro y Manuel Doblado del Estado de Guanajuato; y por inundación fluvial en los municipios de Abasolo y Pénjamo de dicha entidad federativa, ocurridas del 21 al 26 de agosto de 2016",Guanajuato,lluvia,9,septiembre
2016-09-09,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 15 al 29 de agosto de 2016, en 7 municipios del Estado de Durango",Durango,lluvia,9,septiembre
2016-09-14,"Declaratoria de Emergencia por la presencia de huracán Newton a partir del día 5 de septiembre de 2016, en 5 municipios del Estado de Baja California Sur",Baja California Sur,huracán,9,septiembre
2016-09-15,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 2 de septiembre de 2016, en el Municipio de Tuxtla Gutiérrez del Estado de Chiapas",Chiapas,lluvia,9,septiembre
2016-09-15,"Declaratoria de Emergencia por la presencia de lluvia severa en los municipios de Allende, Jiménez y San Francisco de Conchos; por inundación fluvial en 4 municipios; y por lluvia severa e inundación pluvial en el Municipio de Nuevo Casas Grandes del Estado de Chihuahua, ocurridas del 20 de agosto al 1 de septiembre de 2016",Chihuahua,lluvia,9,septiembre
2016-09-15,"Declaratoria de Emergencia por el impacto del huracán Newton los días 6 y 7 de septiembre de 2016, en 4 municipios del Estado de Sonora",Sonora,huracán,9,septiembre
2016-09-19,"Declaratoria de Emergencia por la presencia del huracán Newton el día 6 de septiembre de 2016, en los municipios de Ahome y Culiacán del Estado de Sinaloa",Sinaloa,huracán,9,septiembre
2016-09-20,"Declaratoria de Emergencia por la presencia de lluvia severa en 10 municipios; y por lluvia severa e inundación pluvial en el Municipio de Benito Juárez del Estado de Guerrero, ocurridas del 2 al 4 de septiembre de 2016",Guerrero,lluvia,9,septiembre
2016-09-21,"Declaratoria de Emergencia por la presencia de la tormenta tropical ""Newton"" en 13 municipios del Estado de Sonora, los días 6 y 7 de septiembre de 2016",Sonora,tormenta,9,septiembre
2016-09-26,"Declaratoria de Emergencia por la presencia de inundación pluvial el día 2 de septiembre de 2016, en el Municipio de Uruapan del Estado de Michoacán de Ocampo",Michoacán de Ocampo,inundación,9,septiembre
2016-10-10,"Declaratoria de Emergencia Extraordinaria por la presencia de inundación fluvial, ocurrida del 29 al 30 de septiembre de 2016, en el Municipio de Durango del Estado de Durango",Durango,inundación,10,octubre
2016-10-10,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 27 de septiembre de 2016, en el Municipio de Fresnillo del Estado de Zacatecas",Zacatecas,lluvia,10,octubre
2016-10-11,"Declaratoria de Emergencia por la presencia de erupción volcánica ocurrida el día 30 de septiembre de 2016, en los municipios de Comala y Cuauhtémoc del Estado de Colima",Colima,volcán,10,octubre
2016-10-12,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial en el Municipio de San Juan Bautista Tuxtepec del Estado de Oaxaca; y por lluvia severa en el Municipio de San José Chiltepec de dicha entidad federativa, ocurridas el día 28 de septiembre de 2016",Oaxaca,lluvia,10,octubre
2016-10-12,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 27 y 28 de septiembre de 2016, en 9 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2016-10-21,"Declaratoria de Emergencia por la presencia de granizada severa ocurrida del 7 al 9 de octubre de 2016, en los municipios de Casas Grandes, Guerrero y Nuevo Casas Grandes del Estado de Chihuahua",Guerrero,granizada,10,octubre
2016-10-21,"Declaratoria de Emergencia por la presencia de lluvia severa en los municipios de Pajapan, Tantoyuca y Tuxpan del Estado de Veracruz de Ignacio de la Llave; así como por lluvia severa e inundación pluvial y fluvial en el municipio de Álamo Temapache de dicha entidad federativa, ocurridas los días 8 y 9 de octubre de 2016",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2016-10-25,"Declaratoria de Emergencia por la presencia de lluvia severa en 5 municipios del Estado de Veracruz de Ignacio de la Llave; por lluvia severa e inundación pluvial y fluvial en los municipios de Cosoleacaque y Minatitlán, y por inundación pluvial y fluvial en los municipios de Coatzacoalcos y Tlacotalpan de dicha entidad federativa, ocurridas los días 10 y 11 de octubre de 2016",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2016-11-03,"Declaratoria de Emergencia por la presencia de granizada severa ocurrida el día 23 de octubre de 2016, en los municipios de Guadalupe y Zacatecas del Estado de Zacatecas",Zacatecas,granizada,11,noviembre
2016-11-14,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial y pluvial ocurridas el día 3 de noviembre de 2016, en los municipios de Altamira, Ciudad Madero y Tampico del Estado de Tamaulipas",Tamaulipas,lluvia,11,noviembre
2016-11-17,"Declaratoria de Emergencia por la presencia de granizada severa e inundación fluvial y pluvial en el Municipio de Juárez del Estado de Chihuahua, y por granizada severa en el Municipio de Ojinaga de dicha entidad federativa, ocurridas los días 3 y 4 de noviembre de 2016",Chihuahua,granizada,11,noviembre
2016-11-23,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial en el Municipio de Agua Dulce del Estado de Veracruz de Ignacio de la Llave, y por lluvia severa en los municipios de Coatzacoalcos, Ixhuatlán del Sureste y Moloacán de dicha entidad federativa, ocurridas los días 9, 10 y 11 de noviembre de 2016",Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2016-11-24,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 12 de noviembre de 2016, en 5 municipios del Estado de Chiapas",Chiapas,lluvia,11,noviembre
2016-12-16,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida los días 3 y 4 de diciembre de 2016, en 8 municipios del Estado de Durango",Durango,nevada,12,diciembre
2016-12-16,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 3 al 6 de diciembre de 2016, en el Municipio de Badiraguato del Estado de Sinaloa",Sinaloa,helada,12,diciembre
2016-12-20,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida del 2 al 4 de diciembre de 2016, en 16 municipios del Estado de Chihuahua",Chihuahua,nevada,12,diciembre
2016-12-23,"Declaratoria de Emergencia por la presencia de lluvia severa en el Municipio de Santiago Tuxtla del Estado de Veracruz de Ignacio de la Llave; así como por vientos fuertes en los municipios de Coatzacoalcos y Yecuatla de dicha entidad federativa, ocurridos del 8 al 10 de diciembre de 2016",Veracruz de Ignacio de la Llave,lluvia,12,diciembre
2017-01-18,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 7 al 9 de enero de 2017, en 5 municipios del Estado de Chiapas",Chiapas,lluvia,1,enero
2017-02-02,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida del 20 al 22 de enero de 2017, en 10 municipios del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2017-02-08,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida del 20 al 24 de enero de 2017, en 11 Municipios del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2017-03-02,"Declaratoria de Emergencia por la presencia de nevada severa ocurrida del 17 al 19 de febrero de 2017, en 19 municipios del Estado de Chihuahua",Chihuahua,nevada,3,marzo
2017-03-08,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 21 al 23 de febrero de 2017, en los municipios de Fresnillo, Chalchihuites y General Pánfilo Natera del Estado de Zacatecas.",Zacatecas,helada,3,marzo
2017-04-28,"Declaratoria de Emergencia por la presencia de lluvia severa en el Municipio de Teotitlán de Flores Magón del Estado de Oaxaca, así como por la presencia de granizada severa en 4 municipios de dicha entidad federativa, ocurridas los días 17 y 18 de abril de 2017.",Oaxaca,lluvia,4,abril
2017-05-04,"Declaratoria de Emergencia por la presencia de movimiento de ladera en el Municipio de Tamazunchale del Estado de San Luis Potosí, activo desde el 24 de diciembre de 2016 a la fecha.",San Luis Potosí,movimiento de ladera,5,mayo
2017-05-17,"Declaratoria de emergencia por la presencia de hundimiento en el Municipio de Gómez Palacio del Estado de Durango, ocurrido el día 30 de abril de 2017.",Durango,hundimiento,5,mayo
2017-06-08,"Declaratoria de Emergencia por la presencia de lluvia severa en el Municipio de Misantla del Estado de Veracruz de Ignacio de la Llave, y por granizada severa en el Municipio de Tuxpan de dicha entidad federativa, ocurridas los días 23 y 24 de mayo de 2017.",Veracruz de Ignacio de la Llave,lluvia,6,junio
2017-06-08,"Declaratoria de Emergencia por la presencia de granizada severa y lluvia severa en el Municipio de Villa Hidalgo del Estado de Zacatecas, y por granizada severa en el Municipio de Pinos de dicha entidad federativa, ocurridas los días 28 y 29 de mayo de 2017.",Hidalgo,granizada,6,junio
2017-06-12,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial y pluvial en 127 municipios del Estado de Oaxaca, ocurridas el día 1 de junio de 2017.",Oaxaca,lluvia,6,junio
2017-06-12,"Declaratoria de Emergencia por la presencia de lluvia severa en los municipios de Centro y Nacajuca del Estado de Tabasco, ocurrida los días 31 de mayo y 1 de junio de 2017.",Tabasco,lluvia,6,junio
2017-06-14,"Declaratoria de Emergencia por la presencia de lluvia severa, vientos fuertes y granizada severa en el Municipio de Pánuco del Estado de Veracruz de Ignacio de la Llave, ocurridos los días 23 y 24 de mayo de 2017.",Veracruz de Ignacio de la Llave,lluvia,6,junio
2017-06-23,"Declaratoria de Emergencia por la presencia de sismo magnitud 7.0 en 11 municipios del Estado de Chiapas, ocurrido el día 14 de junio de 2017.",Chiapas,sismo,6,junio
2017-06-27,"Declaratoria de Emergencia por la presencia de sismo magnitud 7.0 en 7 municipios del Estado de Chiapas, ocurrido el día 14 de junio de 2017.",Chiapas,sismo,6,junio
2017-07-05,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial en el Municipio de Tuxtla Gutiérrez del Estado de Chiapas, ocurridas el día 23 de junio de 2017.",Chiapas,lluvia,7,julio
2017-07-11,"Declaratoria de Emergencia por la presencia de movimiento de ladera en el Municipio de Bella Vista del Estado de Chiapas, ocurrido del 23 al 30 de junio de 2017.",Chiapas,movimiento de ladera,7,julio
2017-07-11,"Declaratoria de Emergencia por la presencia de ondas cálidas ocurridas del 19 al 23 de junio de 2017, en 35 municipios del Estado de Chihuahua.",Chihuahua,onda cálida,7,julio
2017-07-20,"Declaratoria de Emergencia por la presencia de hundimiento en el Municipio de Veracruz del Estado de Veracruz de Ignacio de la Llave, ocurrido los días 6, 7 y 8 de julio de 2017.",Veracruz,hundimiento,7,julio
2017-07-27,"Declaratoria de Emergencia por la presencia de movimiento de ladera en el Municipio de Chumatlán del Estado de Veracruz de Ignacio de la Llave, ocurrido del 8 al 13 de julio de 2017.",Veracruz de Ignacio de la Llave,movimiento de ladera,7,julio
2017-08-07,"Declaratoria de Emergencia por la presencia de lluvia severa el día 15 de julio de 2017 en los municipios de Chihuahua y Dr. Belisario Domínguez del Estado de Chihuahua, el día 22 de julio de 2017 en 4 municipios de dicha entidad federativa; así como por inundación fluvial y pluvial el día 15 de julio de 2017 en los municipios de Chihuahua y Juárez, el día 21 de julio de 2017 en el Municipio de Ojinaga y el día 23 de julio de 2017 en el Municipio de Saucillo de dicha entidad federativa.",Chihuahua,lluvia,8,agosto
2017-08-11,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida el día 27 de julio de 2017, en el Municipio de Cuauhtémoc del Estado de Chihuahua.",Chihuahua,inundación,8,agosto
2017-08-17,"Declaratoria de Emergencia por la presencia de lluvia severa el día 16 de julio de 2017 e inundación pluvial y fluvial los días 16, 18, 21, 22, 27, 29, 30 y 31 de julio de 2017 para el Municipio de Nogales del Estado de Sonora e inundación pluvial y fluvial para el Municipio de Hermosillo de dicha entidad federativa, los días 28, 29, 30 de julio y 4 de agosto de 2017.",Sonora,lluvia,8,agosto
2017-08-17,"Declaratoria de Emergencia por la ocurrencia de la tormenta tropical Franklin los días 9, 10 y 11 de agosto de 2017, en 70 municipios del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,tormenta,8,agosto
2017-08-22,"Declaratoria de Emergencia por la presencia de lluvias severas ocurridas el día 9 de agosto de 2017, en 66 municipios del Estado de Puebla.",Puebla,lluvia,8,agosto
2017-08-29,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 18 de agosto de 2017, en el Municipio de Gómez Palacio del Estado de Durango.",Durango,lluvia,8,agosto
2017-09-04,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 21 de agosto de 2017, en el Municipio de Canelas del Estado de Durango.",Durango,lluvia,9,septiembre
2017-09-06,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida el día 17 de agosto de 2017 en los municipios de Delicias y Guachochi del Estado de Chihuahua; el día 21 de agosto de 2017 en el Municipio de Guadalupe y Calvo, y el día 22 de agosto de 2017 en los municipios de Madera y Meoqui de dicha entidad federativa.",Chihuahua,inundación,9,septiembre
2017-09-08,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial en el Municipio de Tierra Blanca del Estado de Veracruz de Ignacio de la Llave, ocurrida el día 28 de agosto de 2017.",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2017-09-11,"Declaratoria de Emergencia por la ocurrencia de la tormenta tropical Lidia ocurrida el día 31 de agosto de 2017, en 5 municipios del Estado de Baja California Sur.",Baja California Sur,tormenta,9,septiembre
2017-09-14,"Declaratoria de Emergencia por la presencia de movimiento de ladera en el Municipio de Tapachula del Estado de Chiapas, ocurrido el día 2 de septiembre de 2017.",Chiapas,movimiento de ladera,9,septiembre
2017-09-14,"Declaratoria de Emergencia por la presencia de inundación fluvial por lluvia severa ocurrida el día 30 de agosto de 2017, en el Municipio de Cuautitlán Izcalli del Estado de México.",Estado de México,inundación,9,septiembre
2017-09-14,"Declaratoria de Emergencia por la presencia de la tormenta tropical Lidia el día 1 de septiembre de 2017 en los municipios de Bácum, Empalme, Guaymas y San Ignacio Río Muerto y el día 2 de septiembre de 2017 en los municipios de Benito Juárez y Cajeme del Estado de Sonora, e inundación pluvial los días 1, 2 y 3 de septiembre de 2017 en los municipios de Benito Juárez, Bácum, Cajeme y Guaymas de dicha entidad federativa.",Sonora,tormenta,9,septiembre
2017-09-15,"Declaratoria de Emergencia por la presencia de lluvia severa en 8 municipios del Estado de Oaxaca, ocurrida el día 2 de septiembre de 2017; así como por inundación fluvial para 4 municipios de dicha entidad federativa, ocurrida el día 3 de septiembre de 2017 y por lluvia severa e inundación fluvial para el Municipio de Santa Cruz Xoxocotlán, ocurrida los días 2 y 3 de septiembre de 2017.",Oaxaca,lluvia,9,septiembre
2017-09-15,Declaratoria de Emergencia por la ocurrencia del huracán Katia en 11 municipios del Estado de Veracruz de Ignacio de la Llave del 8 al 11 de septiembre de 2017.,Veracruz de Ignacio de la Llave,huracán,9,septiembre
2017-09-18,"Declaratoria de Emergencia Extraordinaria por la presencia de sismo magnitud 8.2, el día 7 de septiembre de 2017, para 118 municipios del Estado de Chiapas.",Chiapas,sismo,9,septiembre
2017-09-18,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida los días 2, 3 y 4 de septiembre de 2017, en 8 municipios del Estado de Guerrero.",Guerrero,inundación,9,septiembre
2017-09-18,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 30 de agosto de 2017, en los municipios de Nezahualcóyotl y Ecatepec de Morelos del Estado de México.",Morelos,lluvia,9,septiembre
2017-09-18,"Declaratoria de Emergencia Extraordinaria por la presencia de sismo magnitud 8.2 con epicentro en el Municipio de Pijijiapan en el Estado de Chiapas, el día 7 de septiembre de 2017, en 41 municipios del Estado de Oaxaca.",Chiapas,sismo,9,septiembre
2017-09-18,"Declaratoria de Emergencia por la ocurrencia del huracán Katia en 27 municipios del Estado de Puebla los días 8, 9 y 10 de septiembre de 2017.",Puebla,huracán,9,septiembre
2017-09-18,Declaratoria de Emergencia por la ocurrencia del huracán Katia en 29 municipios del Estado de Veracruz de Ignacio de la Llave del 8 al 11 de septiembre de 2017.,Veracruz de Ignacio de la Llave,huracán,9,septiembre
2017-09-18,"Declaratoria de Emergencia por la presencia de lluvia severa en 10 municipios del Estado de Zacatecas, ocurrida el día 5 de septiembre de 2017.",Zacatecas,lluvia,9,septiembre
2017-09-25,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 8 de septiembre de 2017 para los municipios de Acajete, Acatlán, Banderilla, Coatepec, Naolinco, Rafael Lucio, Tlacolulan, Tonayán, Xalapa y Zongolica del Estado de Veracruz de Ignacio de la Llave; el día 9 de septiembre de 2017 para el Municipio de Isla; el día 10 de septiembre de 2017 para el Municipio de El Higo; los días 9 y 10 de septiembre de 2017 para el Municipio de Pajapan; así como inundación fluvial los días 9 y 10 de septiembre de 2017 para los municipios de Cotaxtla, Ignacio de la Llave, Jamapa, Medellín y Tlalixcoyan; los días 11 y 12 de septiembre de 2017 para los municipios de Hueyapan de Ocampo, Isla, Juan Rodríguez Clara, Lerdo de Tejada, Playa Vicente, San Juan Evangelista, San Andrés Tuxtla y Santiago Tuxtla, y el día 12 de septiembre de 2017 para el Municipio de Uxpanapa de dicha entidad federativa.",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2017-09-26,Declaratoria de Emergencia por la presencia de lluvia severa para el municipio de Cuajinicuilapa del Estado de Guerrero; por inundación fluvial en 22 municipios; y por lluvia severa e inundación fluvial en 5 municipios de dicha entidad federativa ocurridas el día 14 de septiembre de 2017.,Guerrero,lluvia,9,septiembre
2017-09-27,"Declaratoria de Emergencia Extraordinaria por la presencia de sismo magnitud 7.1 con epicentro a 12 km. al sureste del Municipio de Axochiapan en el Estado de Morelos, el día 19 de septiembre de 2017, en 16 delegaciones de la Ciudad de México.",Morelos,sismo,9,septiembre
2017-09-27,"Declaratoria de Emergencia Extraordinaria por la presencia de sismo magnitud 7.1 en la escala de Richter con epicentro a 12 km. al sureste del Municipio de Axochiapan en el Estado de Morelos, el día 19 de septiembre de 2017, en 5 municipios del Estado de Guerrero.",Morelos,sismo,9,septiembre
2017-09-27,"Declaratoria de Emergencia Extraordinaria por la presencia de sismo magnitud 7.1 con epicentro a 12 km. al sureste del Municipio de Axochiapan en el Estado de Morelos, el día 19 de septiembre de 2017, en 33 municipios del Estado de Morelos.",Morelos,sismo,9,septiembre
2017-09-27,"Declaratoria de Emergencia Extraordinaria por la presencia de sismo magnitud 7.1 en la escala de Richter con epicentro a 12 km. al sureste del Municipio de Axochiapan en el Estado de Morelos, el día 19 de septiembre de 2017, en 112 municipios del Estado de Puebla.",Morelos,sismo,9,septiembre
2017-10-02,"Declaratoria de Emergencia por la ocurrencia de sismo magnitud 7.1 con epicentro a 12 km. al sureste del Municipio de Axochiapan del Estado de Morelos, el día 19 de septiembre de 2017, en 75 municipios del Estado de Oaxaca.",Morelos,sismo,10,octubre
2017-10-09,Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 22 de septiembre de 2017 en 15 municipios del Estado de Oaxaca; así como por la ocurrencia de inundación fluvial del 22 al 25 de septiembre de 2017 en 4 municipios de dicha entidad federativa.,Oaxaca,lluvia,10,octubre
2017-10-12,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial ocurridas el día 1 de octubre de 2017, en el Municipio de Altamira del Estado de Tamaulipas.",Tamaulipas,lluvia,10,octubre
2017-10-12,Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial para 9 municipios del Estado de Veracruz de Ignacio de la Llave del 27 de septiembre al 1 de octubre de 2017.,Veracruz de Ignacio de la Llave,lluvia,10,octubre
2017-10-13,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 26 de septiembre de 2017 e inundación pluvial y fluvial ocurridas del 26 al 29 de septiembre de 2017, en el Municipio de Nuevo Laredo del Estado de Tamaulipas.",Tamaulipas,lluvia,10,octubre
2017-10-18,Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 1 de octubre de 2017 para los municipios de Eloxochitlán de Flores Magón y San Martín Toxpalan del Estado de Oaxaca; y por inundación fluvial el día 30 de septiembre de 2017 para los municipios de Ciénega de Zimatlán y Santa Gertrudis; los días 30 de septiembre y 1 de octubre de 2017 para el Municipio de Oaxaca de Juárez y 1 de octubre de 2017 para 6 municipios de dicha entidad federativa.,Oaxaca,lluvia,10,octubre
2017-10-20,Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 3 de octubre de 2017 para 17 municipios del Estado de Oaxaca; y por inundación fluvial el día 4 de octubre de 2017 para el Municipio de San Juan Bautista Tuxtepec; por lluvia severa el día 3 de octubre de 2017 e inundación fluvial el día 4 de octubre de 2017 para el Municipio de Santiago Jocotepec de dicha entidad federativa.,Oaxaca,lluvia,10,octubre
2017-10-23,Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 10 de octubre de 2017 para los municipios de Gómez Palacio y Ocampo del Estado de Durango.,Durango,lluvia,10,octubre
2017-10-23,Declaratoria de Emergencia por la presencia de lluvia severa del 27 de septiembre al 4 de octubre de 2017 para 10 municipios del Estado de Veracruz de Ignacio de la Llave; por inundación fluvial del 1 al 6 de octubre de 2017 para 17 municipios y por lluvia severa e inundación fluvial para 4 municipios de dicha entidad federativa del 27 de septiembre al 6 de octubre de 2017.,Veracruz de Ignacio de la Llave,lluvia,10,octubre
2017-10-30,Declaratoria de Emergencia por la presencia de inundación fluvial del 11 al 15 de octubre de 2017 para 5 municipios del Estado de Veracruz de Ignacio de la Llave.,Veracruz de Ignacio de la Llave,inundación,10,octubre
2017-11-01,"Declaratoria de Emergencia por la presencia de lluvia severa para los municipios de Atzacan, Tamiahua y Tepetzintla del Estado de Veracruz de Ignacio de la Llave; así como por lluvia severa e inundación pluvial y fluvial para el Municipio de Tantoyuca de dicha entidad federativa ocurridas los días 10 y 11 de octubre de 2017.",Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2017-12-20,"Declaratoria de Emergencia por la presencia de helada severa del 8 al 10 de diciembre de 2017, en los municipios de Galeana e Iturbide del Estado de Nuevo León.",Nuevo León,helada,12,diciembre
2017-12-21,"Declaratoria de Emergencia por la presencia de helada severa los días 9 y 10 de diciembre de 2017, en los municipios de Durango, Súchil y Vicente Guerrero del Estado de Durango.",Durango,helada,12,diciembre
2017-12-22,"Declaratoria de Emergencia por la presencia de helada severa los días 7 y 8 de diciembre de 2017 en 9 municipios del Estado de Chihuahua, y por nevada severa del 7 al 10 de diciembre de 2017 en 21 municipios de dicha entidad federativa.",Chihuahua,helada,12,diciembre
2017-12-22,"Declaratoria de Emergencia por la presencia de helada severa del 9 al 10 de diciembre de 2017, en 31 municipios del Estado de Zacatecas.",Zacatecas,helada,12,diciembre
2017-12-26,"Declaratoria de Emergencia por la presencia de helada severa del 9 al 13 de diciembre de 2017, en 7 municipios del Estado de Durango.",Durango,helada,12,diciembre
2017-12-27,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 9 al 11 de diciembre de 2017 en los municipios de Acajete y Tlacolulan del Estado de Veracruz de Ignacio de la Llave, y del 9 al 13 de diciembre de 2017 en el Municipio de Perote de dicha entidad federativa.",Veracruz de Ignacio de la Llave,helada,12,diciembre
2017-12-28,"Declaratoria de Emergencia por la presencia de helada severa ocurrida los días 8 y 9 de diciembre de 2017 en los municipios de Nava, Parras y Villa Unión del Estado de Coahuila de Zaragoza, y del 8 al 10 de diciembre de 2017 en los municipios de General Cepeda y Ramos Arizpe de dicha entidad federativa.",Coahuila de Zaragoza,helada,12,diciembre
2018-01-03,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 9 al 12 de diciembre de 2017, en 52 municipios del Estado de Oaxaca.",Oaxaca,helada,1,enero
2018-01-08,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 14 al 17 de diciembre de 2017, en 4 municipios del Estado de Baja California Sur.",Baja California Sur,helada,1,enero
2018-02-02,"Declaratoria de Emergencia por la presencia de helada severa ocurrida del 16 al 18 de enero de 2018, en los municipios de General Cepeda, Ramos Arizpe y Zaragoza del Estado de Coahuila de Zaragoza.",Coahuila de Zaragoza,helada,2,febrero
2018-02-12,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida los días 30 y 31 de enero de 2018, en los municipios de Las Choapas, Minatitlán y Uxpanapa del Estado de Veracruz de Ignacio de la Llave.",Veracruz de Ignacio de la Llave,inundación,2,febrero
2018-02-13,"Declaratoria de Emergencia por la presencia de lluvia severa en 5 municipios del Estado de Chiapas e inundación pluvial y fluvial en 5 municipios de dicha entidad federativa, ocurridas del 28 al 30 de enero de 2018.",Chiapas,lluvia,2,febrero
2018-02-13,"Declaratoria de Emergencia por la presencia de lluvia severa el día 29 de enero de 2018 en el Municipio de Tacotalpa del Estado de Tabasco; lluvia severa el día 29 de enero de 2018 e inundación pluvial y fluvial el día 30 de enero de 2018 en el Municipio de Teapa, e inundación pluvial y fluvial el día 1 de febrero de 2018 en el Municipio de Macuspana de dicha entidad federativa.",Tabasco,lluvia,2,febrero
2018-02-22,"Declaratoria de Emergencia por la presencia de incendios forestales ocurridos del veintiséis de febrero al veintidós de marzo de dos mil diecinueve en cinco municipios del Estado de Oaxaca; así como, del diez de abril al cinco de mayo de dos mil diecinueve en seis municipios de dicha entidad federativa.",Oaxaca,incendio,2,febrero
2018-02-26,"Declaratoria de Emergencia por la ocurrencia de sismo con magnitud 7.2 el día 16 de febrero de 2018, en 33 municipios del Estado de Oaxaca.",Oaxaca,sismo,2,febrero
2018-02-28,"Declaratoria de Emergencia por la presencia de sismo magnitud 7.2 ocurrido el día 16 de febrero de 2018, en 11 municipios del Estado de Guerrero.",Guerrero,sismo,2,febrero
2018-04-19,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 8 de abril de 2018 en el Municipio de Heroica Ciudad de Huajuapan de León del Estado de Oaxaca, así como por granizada severa ocurrida el día 7 de abril de 2018 en el Municipio de Totontepec Villa de Morelos de dicha entidad federativa.",Oaxaca,lluvia,4,abril
2018-05-03,"Declaratoria de Emergencia por la presencia de inundación fluvial y pluvial en los municipios de Angel R. Cabada y Saltabarranca del Estado de Veracruz de Ignacio de la Llave; así como por lluvia severa e inundación pluvial para el Municipio de Santiago Tuxtla de dicha entidad federativa, ocurridas el día 20 de abril de 2018.",Veracruz de Ignacio de la Llave,inundación,5,mayo
2018-05-04,"Declaratoria de Emergencia por la presencia de granizada severa en los municipios de Arteaga, Saltillo y General Cepeda del Estado de Coahuila de Zaragoza, ocurrida el día 11 de abril de 2018.",Coahuila de Zaragoza,granizada,5,mayo
2018-05-07,"Declaratoria de Emergencia por la presencia de granizada severa y lluvia severa ocurridas el día 22 de abril de 2018, en 9 municipios del Estado de Puebla.",Puebla,granizada,5,mayo
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de onda cálida a partir del día 28 de mayo de 2018, en 5 municipios del Estado de Baja California.",Baja California,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 5 municipios del Estado de Baja California Sur.",Baja California Sur,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 9 municipios del Estado de Campeche.",Campeche,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida ocurrida a partir del día 28 de mayo de 2018, en 72 municipios del Estado de Chiapas.",Chiapas,onda cálida,6,junio
2018-06-07,"Declaratoria de Emergencia Extraordinaria por la presencia de onda cálida a partir del día 28 de mayo de 2018, en 67 municipios del Estado de Chihuahua.",Chihuahua,onda cálida,6,junio
